customer_number,route_number,account_name,address,city,state,zip_code,service_days,avg_wkly_volume,latitude,longitude,uniform_customer
225430,2502-09,Tri Co. Bank   #331,880 E Cypress Ave,Redding,CA,96002-1004,W,$34 ,40.571041,-122.355873,0
299451,2502-09,Cascade Eye Care,1751 Hartnell Avenue,Redding,CA,96002,W,$10 ,40.5634,-122.33886,0
318794,2502-09,Community Behavioral Health,415 Knollcrest Drive,Redding,CA,96002,W,$57 ,40.57251,-122.36453,0
323101,2502-09,Stardust Motel,1200 Pine Street,Redding,CA,96001,F,$328 ,40.58777,-122.391167,8
324967,2502-09,Pizza Factory,464-420 Church Street,Janesville,CA,96114,T,$25 ,40.3016,-120.524103,0
246580,2502-09,High Sierra Collision,472-635 Johnstonville Rd,Susanville,CA,96130-8775,T,$33 ,40.382516,-120.585869,0
256879,2502-09,Don's Sandwich Shop,3034 Bechelli Ln,Redding,CA,960022009,W,$50 ,40.562952,-122.362617,0
277796,2502-09,USA Tires,2251 Hartnell Ave # 1,Redding,CA,96002,W,$20 ,40.5633,-122.32888,14
282984,2502-09,Superior Auto Body,2201 Main Street,Susanville,CA,96130,T,$52 ,40.4143,-120.64272,0
290083,2502-09,Susanville Chevron,1530 Main Street,Susanville,CA,93450,T,$13 ,40.41557,-120.65053,0
294158,2502-09,Old Station Fill - Up,13413 State Hwy 89,Old Station,CA,96071,T,$20 ,40.67783,-121.42718,0
320181,2502-09,Sierra Cascade Nursery Kitchen - SEASONAL,472-715 Johnson Road,Susanville,CA,96130,T,$110 ,40.3719,-120.46382,0
218695,2502-09,Womens Health Specialists - Redding,1901 Victor Ave,Redding,CA,96002-0412,W,$61 ,40.57851,-122.338692,15
229548,2502-09,Priya Indian Cuisine,2937 Churn Creek Rd,Redding,CA,96002-1120,W,$19 ,40.565023,-122.353109,0
288386,2502-09,California Highway Patrol,472-400 Diamond Crest Rd,Susanville,CA,961305001,T,$55 ,40.37514,-120.59189,6
289444,2502-09,Super 8,2975 Johnston Ville Rd,Susanville,CA,96130,T,$26 ,40.40971,-120.63422,0
300732,2502-09,Northern Trailer,2577 Victor Avenue,Redding,CA,96002,W,$84 ,40.56972,-122.33839,50
303839,2502-09,D & H Automotive,1270 Hartnell Avenue #C,Redding,CA,96002,W,$29 ,40.56459,-122.34778,0
308043,2502-09,Main St Lube,1719 Main Street,Susanville,CA,96130,T,$36 ,40.41546,-120.64757,22
315612,2502-09,Vintage Glamour,1790 California St,Redding,CA,96001,F,$3 ,40.56382,-122.34985,0
317904,2502-09,T&A Restaurant & Lounge,2101 Main Street,Susanville,CA,96130,T,$28 ,40.41457,-120.64373,5
318143,2502-09,Courthouse Cafe,2455 Main Street,Susanville,CA,96130,T,$43 ,40.41359,-120.63987,0
253749,2502-09,C&S Waste Solutions,471-825 Diane Dr,Susanville,CA,96130,T,$266 ,40.372543,-120.584591,92
223803,2502-09,Tri Co. Bank  #989,836 E Cypress Ave,Redding,CA,960021004,W,$23 ,40.571054,-122.357014,0
257380,2502-09,COR Fire Station #2 Redding,3491 Placer St,Redding,CA,960012335,F,$25 ,40.574478,-122.41774,0
277874,2502-09,Sundial Lodge,1055 N. Market Street,Redding,CA,96001,F,$37 ,40.58965,-122.39284,0
288141,2502-09,Holiday Mkt #64 Linen,1301 Main Street,Weaverville,CA,96093,R,$128 ,40.72117,-122.92823,38
296107,2502-09,Summers Massage,1465 Victor Ave # A,Redding,CA,96002,W,$26 ,40.58649,-122.33828,0
296940,2502-09,Tangle Blue,160 Nugget Lane,Weaverville,CA,96093,R,$40 ,40.72039,-122.92874,0
307436,2502-09,California Maternal Fetal Medicine,3328 Churn Creek Road #B,Redding,CA,96002,W,$50 ,40.55931,-122.35405,0
311302,2502-09,Redding Rancheria Trinity Mats,81 Arbuckle Court,Weaverville,CA,96093,R,$122 ,40.71148,-122.9265,0
311916,2502-09,32 Below,5136 Caterpillar Road,Redding,CA,96003,F,$32 ,40.62591,-122.36956,0
314094,2502-09,Plumas Bank,330 Hartnell Avenue,Redding,CA,96002,W,$17 ,40.56597,-122.3691,0
320180,2502-09,Sierra Cascade Nursery,472-715 Johnson Road,Susanville,CA,96130,T,$79 ,40.3719,-120.46382,18
320726,2502-09,Underhood Automotive Inc,1236 Hartnell Avenue,Redding,CA,96002,W,$54 ,40.56414,-122.34882,28
322116,2502-09,Susanville Transmission,2117 Main Street,Susanville,CA,96130,T,$40 ,40.41437,-120.64328,20
322236,2502-09,Lori Barclay - Special Events,1600 East Cypress Avenue,Redding,CA,96002,W,$0 ,40.57135,-122.34219,0
323100,2502-09,Travel Inn,1040 Market Street,Redding,CA,96001,F,$312 ,40.589661,-122.393304,8
324966,2502-09,Pizza Factory,2975 Main Street,Susanville,CA,96130,T,$23 ,40.406201,-120.632927,0
171355,2502-09,Susanville Trk/Auto,911 Cottage St,Susanville,CA,96130-4402,T,$11 ,40.41682,-120.659027,0
237322,2502-09,Susanville Valero,1001 Main St,Susanville,CA,96130-4418,T,$13 ,40.41758,-120.657623,0
286457,2502-09,Maruti Oil,31540 Street Hwy 3,Weaverville,CA,96093,R,$9 ,40.6952,-122.92886,0
301569,2502-09,Rod's Radiator,3110 Bechelli Lane,Redding,CA,96002,W,$20 ,40.562,-122.36265,0
320605,2502-09,Paratransit Services,701-980 Johnstonville Road,Susanville,CA,96130,T,$51 ,40.40362,-120.62273,19
320826,2502-09,Susanville Supermarket - Grocery,50 Grand Avenue,Susanville,CA,96130,T,$49 ,40.41731,-120.65304,0
323655,2502-09,Anderson's Landscape & Irrigation Repair,2648 Yana Avenue,Redding,CA,96002,W,$17 ,40.568749,-122.337087,12
324051,2502-09,Blue Ox Bistro,602 Main Street Suite B,Susanville,CA,96130,T,$49 ,40.418657,-120.662952,0
211150,2502-09,TNS Trucking ,702045 Johnstonville Rd,Susanville,CA,96130,T,$24 ,40.402297,-120.621934,4
241268,2502-09,Western Nevada Supply - D/S,200 Bella Way,Susanville,CA,96130-9166,T,$0 ,40.406761,-120.625191,0
256880,2502-09,Etched In Elegance - Catering,3034 Bechelli Ln,Redding,CA,960022009,W,$0 ,40.562952,-122.362617,0
239545,2502-09,2502 Rt 09 Cash Account,1481 Beltline Rd,Redding,CA,96003-1409,R,$0 ,40.627926,-122.388998,26
265871,2502-09,Rich's Mobile Auto,70 Alexander Ct,Susanville,CA,961304581,T,$13 ,40.415225,-120.65108,0
274083,2502-09,Alpine Beverage,795 Alexander Ave,Susanville,CA,961304678,T,$27 ,40.40791,-120.65667,0
280974,2502-09,Salon 705,615 Main St,Susanville,CA,96130,T,$30 ,40.41371,-120.6368,0
288140,2502-09,Holiday Mkt #64 Grocery,1301 Main Street,Weaverville,CA,96093,R,$84 ,40.72117,-122.92823,0
301009,2502-09,Bureau of Reclamation - Keswick, 16515 Keswick Dam Road,Redding,CA,96001-0960,R,$217 ,40.6195,-122.42701,225
304339,2502-09,Susanville Grocery Outlet,1616 Main Street,Susanville,CA,96130,T,$58 ,40.41525,-120.64969,0
311744,2502-09,Safeway - 1218,2970 Main Street,Susanville,CA,96130,T,$75 ,40.40597,-120.63461,55
321020,2502-09,JJ's Cafe,13385 State Highway 89,Old Station,CA,96071,T,$14 ,40.67715,-121.42815,0
324049,2502-09,Rodeway Inn,532 North Market Street,Redding,CA,96003,F,$180 ,40.599279,-122.384858,12
171747,2502-09,Reynolds Radiator Repair,702-365 Johnstonville Rd,Susanville,CA,96130-8788,T,$25 ,40.399763,-120.617985,17
266660,2502-09,Aaron Bjarnason DMD Inc,400 Hartnell Ave,Redding,CA,960021848,W,$9 ,40.56422,-122.367012,0
272039,2502-09,Team Perio,384 Hartnell Ave,Redding,CA,960021846,W,$140 ,40.565029,-122.368202,36
276771,2502-09,Labcorp - CAB050,1850 Spring Ridge Dr. #A,Susanville,CA,96130,T,$27 ,40.43767,-120.62591,3
294475,2502-09,Umpqua Bank,3455 Placer St,Redding,CA,96001,F,$20 ,40.57388,-122.417,0
300480,2502-09,Trinity River Lumber Mats,1121 Main Street,Weaverville,CA,96093,R,$22 ,40.72673,-122.93468,0
320179,2502-09,Sierra Cascade Office,472-715 Johnson Road,Susanville,CA,96130,T,$36 ,40.3719,-120.46382,0
171523,2502-09,BMC-Banner Lassen Medical,1800 Spring Ridge Dr,Susanville,CA,96130-6100,T,$61 ,40.43816,-120.62498,0
269430,2502-09,Carmona's Appliance & Mattress Center,2330 Churn Creek Road,Redding,CA,96002,W,$42 ,40.57297,-122.35331,0
323105,2502-09,Lassen College - Maintenance Shop,478-200 CA-139,Susanville,CA,96130,T,$57 ,40.443162,-120.627166,50
171518,2502-09,Susanville Sanitary Dist,45 S Roop St,Susanville,CA,96130-4361,T,$14 ,40.41853,-120.663361,0
171573,2502-09,Susanville Tow,,Susanville,CA,96130,T,$68 ,40.41568,-120.64972,15
251257,2502-09,Dills Deli,5132 Caterpillar Rd,Redding,CA,960032048,F,$72 ,40.62527,-122.370171,0
256452,2502-09,Tri Co Bank   #361,595 Main St,Weaverville,CA,96093,R,$31 ,40.732368,-122.940369,0
301767,2502-09,Trinity Alps Golf Course,160 Golf Course Drive,Weaverville,CA,96093,R,$96 ,40.72029,-122.93024,0
311303,2502-09,Redding Rancheria Trinity Health,81 Arbuckle Court,Weaverville,CA,96093,R,$113 ,40.71148,-122.9265,0
314859,2502-09,Shasta College - Trinity Campus,30 Arbuckle Court,Weaverville,CA,96093,R,$29 ,40.71097,-122.92466,0
237384,2502-09,Patriot Gas,2750 Main St,Susanville,CA,96130-4742,T,$18 ,40.410862,-120.636658,0
170914,2502-09,COR Foothill Water Treatrdg,3100 Foothill Blvd,Redding,CA,96001,F,$13 ,40.582796,-122.416428,0
285029,2502-09,Auto World,105 N Spring Street,Susanville,CA,96130,T,$30 ,40.41456,-120.64255,24
286380,2502-09,Reliable R.V.,702-345 Johnstonville Rd,Susanville,CA,96130,T,$9 ,40.39221,-120.59228,0
295258,2502-09,Grocery Outlet,3685 Eureka Way,Redding,CA,96001,F,$49 ,40.58399,-122.4255,0
301567,2502-09,Trinity County Brewing Co.,301 Main Street,Weaverville,CA,96093,R,$44 ,40.7359,-122.94433,0
304262,2502-09,Valero/C-H FUEL,1480 Main Street,Weaverville,CA,96093,R,$23 ,40.71915,-122.92772,0
306464,2502-09,Lumberjacks Restaurant,2795 Main Street,Susanville,CA,96130,T,$51 ,40.41066,-120.63609,0
320825,2502-09,Susanville Supermarket - Bakery Dept.,50 Grand Avenue,Susanville,CA,96130,T,$43 ,40.41731,-120.65304,0
321845,2502-09,Kopper Kettle,2535 Main Street,Susanville,CA,96130,T,$40 ,40.41262,-120.63887,0
323104,2502-09,Shasta Lodge,1245 Pine Street,Redding,CA,96001,F,$330 ,40.58733,-122.390289,8
323303,2502-09,Side Iron BBQ,724 Main Street,Susanville,CA,96130,T,$38 ,40.418117,-120.661042,0
282978,2502-09,Spirit Gas,2525 Main Street,Susanville,CA,96130,T,$22 ,40.41312,-120.63921,0
321167,2502-09,Rental Guys,1550 Chestnut Street,Susanville,CA,96130,T,$19 ,40.42349,-120.64806,1
323106,2502-09,Lassen College Food Service,478-200 CA-139,Susanville,CA,96130,T,$82 ,40.443162,-120.627166,0
171031,2502-09,Dudes Drive-In,1644 Hartnell Ave,Redding,CA,96002-2222,W,$35 ,40.563751,-122.340958,0
257406,2502-09,COR Fire Station #5,955 Hartnell Ave,Redding,CA,960022103,W,$33 ,40.56382,-122.353409,0
279032,2502-09,BLVD Body Shop,1045 Hartnell Ave,Redding,CA,96002,W,$77 ,40.56355,-122.35217,35
309354,2502-09,Lab 24,475 Knollcrest Drive,Redding,CA,96002,W,$8 ,40.57241,-122.36317,15
245985,2502-11,"Dr. Bergstrom, Buxa",3305 Placer St,Redding,CA,96001-2364,T,$16 ,40.57544,-122.414993,0
282117,2502-11,Surgery Center of Northern California,950 Butte Street,Redding,CA,96001,TR,$470 ,40.58602,-122.38551,326
285213,2502-11,Plumas Bank,1845 California Street,Redding,CA,96001,T,$21 ,40.58072,-122.39052,0
294967,2502-11,7 Eleven,1860 Eureka Way,Redding,CA,96001,F,$48 ,40.58646,-122.39876,0
301827,2502-11,Riverview Golf & Country Club - Mats,4200 Bechelli Lane,Redding,CA,96002,M,$37 ,40.54427,-122.36244,0
320843,2502-11,Evergreen Roaster,2124 East Street,Redding,CA,96001,R,$16 ,40.5787,-122.38576,0
320844,2502-11,Redding Express Stop,1220 Shasta Street,Redding,CA,96001,W,$24 ,40.58716,-122.3896,0
299937,2502-11,Redding Rancheria Tribal Health,1441 Liberty Street,Redding,CA,96001,R,$157 ,40.58581,-122.3869,0
313249,2502-11,DHMF - NS - Endocrinology 104,2510 Airpark Drive Suite 104,Redding,CA,96001,T,$50 ,40.57079,-122.40177,0
206668,2502-11,Urban Retreat - D/S,"2515 Park Marina Dr, #103",Redding,CA,96001,R,$0 ,40.576836,-122.371468,0
245341,2502-11,Mercy Surgery Center,"2175 Rosaline Ave, Ste A",Redding,CA,96001-2509,MWF,"$1,382 ",40.572899,-122.395622,682
262451,2502-11,Nuclear Medicine Assc,1950 Court St,Redding,CA,960011823,T,$172 ,40.57898,-122.393928,0
206029,2502-11,Frank Johnson's Uphol,1000 Locust St,Redding,CA,96001-2013,R,$15 ,40.57814,-122.38472,0
283743,2502-11,SRMC - Dietary,1450 Liberty St,Redding,CA,96001,W,$191 ,40.58547,-122.38704,0
291124,2502-11,SC-Facilities - Maintenance,1958 Placer Street,Redding,CA,96001,T,$70 ,40.5809,-122.39708,132
299926,2502-11,Redding Rancheria Fitness,2000 Redding Rancheria Road,Redding,CA,96001,M,$127 ,40.5082,-122.39094,0
312249,2502-11,DH Mercy Outpatient Oncology,310 Hartnell Avenue,Redding,CA,96002,M,$118 ,40.56664,-122.36939,0
318788,2502-11,Centerville Community Services District,8930 Placer Road,Redding,CA,96001,W,$35 ,40.54598,-122.46421,30
319150,2502-11,HM Development Group (BD),1320 Yuba Street,Redding,CA,96001,F,$0 ,40.58,-122.39,0
254994,2502-11,Ramada Inn - House Account,1286 Twin View Blvd,Redding,CA,960031500,W,$0 ,40.626552,-122.366389,0
296918,2502-11,Riverview Golf & Country Club -Kitchen,4200 Bechelli Ln,Redding,CA,96002,MR,$269 ,40.54427,-122.36244,86
296978,2502-11,Riverview Golf & Country Club - F&B/Special Events,4200 Bechelli Lane,Redding,CA,96002,M,$213 ,40.54427,-122.36244,0
303672,2502-11,Americana Modern Hotel,1241 Market Street,Redding,CA,96001,MWF,"$1,409 ",40.58714,-122.39201,0
304551,2502-11,Dr. Lamb,3000 Eureka Way,Redding,CA,96001,F,$23 ,40.5856,-122.41806,0
319580,2502-11,IROC Inc - Shasta Cancer Care Alliance,963 Butte Street,Redding,CA,96001,R,$214 ,40.58557,-122.38524,0
324545,2502-11,Country Organics,2745 Bechelli Lane,Redding,CA,96002,R,$19 ,40.567277,-122.362384,0
257404,2502-11,COR Fire Station #1 Rdg,1335 Shasta St,Redding,CA,960010625,T,$33 ,40.586449,-122.391319,0
300733,2502-11,Gold Street D/S,1459 Gold Street,Redding,CA,96001,F,$0 ,40.57928,-122.38988,0
312246,2502-11,DH Medical Foundation - 2624 Edith Ave,2624 Edith Avenue,Redding,CA,96001,T,$54 ,40.57128,-122.39828,0
313350,2502-11,DH - Internal Medicine,2336 Court Street,Redding,CA,96001,W,$53 ,40.57507,-122.3929,0
320947,2502-11,San Francisco Deli,2395 Athens Avenue,Redding,CA,96001,R,$0 ,40.57529,-122.37596,0
286766,2502-11,Shasta Eye Medical Group Store # 900 D/S,900 Butte Street,Redding,CA,96001,T,$0 ,40.58608,-122.38495,0
304550,2502-11,Dr. Lamb / Huang,3000 Eureka Way,Redding,CA,96001,F,$24 ,40.5856,-122.41806,0
171009,2502-11,Redding Urologic Asn,2626 Edith Ave Suite C,Redding,CA,96001-3043,T,$23 ,40.571442,-122.397499,0
242462,2502-11,Dr Randy Tate,2888 Eureka Way,Redding,CA,96001-0221,M,$69 ,40.585541,-122.415871,0
287627,2502-11,Grant School DS,8835 Swasey Dr,Redding,CA,96001,M,$0 ,40.54093,-122.47349,0
294319,2502-11,Kiwanis House,1200 Tehama Street,Redding,CA,96001,W,$30 ,40.58615,-122.38918,0
300580,2502-11,Redding Rancheria D/S,2000 Redding Rancheria Road,Redding,CA,96001,M,$0 ,40.5082,-122.39094,0
312250,2502-11,DH Nuclear Medicince Clinic,2780 Eureka Way,Redding,CA,96001,M,$70 ,40.58609,-122.41243,0
317650,2502-11,Win River Mini Mart,2415 South Bonnyview Road,Redding,CA,96001,R,$90 ,40.5293,-122.38067,0
210370,2502-11,Dr Nilges,2400 Washington Ave,Redding,CA,96001-2802,R,$33 ,40.577591,-122.371437,5
274936,2502-11,OBSIDIAN ,2770 Eureka Way,Redding,CA,960010223,M,$16 ,40.58587,-122.41203,0
285028,2502-11,Surgery Center of Northern Ca - D/S,950 Butte Street,Redding,CA,96001,TR,$0 ,40.58602,-122.38551,0
285331,2502-11,Dr. Parvin Carter DDS,1548 East Street,Redding,CA,96001,W,$45 ,40.58434,-122.38844,12
312248,2502-11,DH Mercy Medical Foundation,2510 Airpark Drive #301,Redding,CA,96001,T,$65 ,40.57079,-122.40177,0
232978,2502-11,Dr. Kahn,2415 Sonoma St - Suite A,Redding,CA,960012704,M,$0 ,40.57336,-122.40491,0
234254,2502-11,Dr. Huang,3000 Eureka Way,Redding,CA,96001-0184,F,$23 ,40.585381,-122.417831,0
276959,2502-11,Munchkin University,2620 Railroad Ave,Redding,CA,96001,T,$12 ,40.57186,-122.39136,0
277795,2502-11,Shasta Pathology Associates,1725 Gold St,Redding,CA,96001,T,$127 ,40.57804,-122.39238,0
296977,2502-11,Riverview Golf & Country Club - Pro Shop,4200 Bechelli Lane,Redding,CA,96002,MR,$275 ,40.54427,-122.36244,0
299939,2502-11,Redding Rancheria Medical,1441 Liberty Street,Redding,CA,96001,R,$231 ,40.58581,-122.3869,0
307691,2502-11,Hilton Garden Inn,5050 Bechelli Lane,Redding,CA,96002,R,$150 ,40.53788,-122.35301,0
319336,2502-11,Pourboys Tapyard,2040 Waldon Street,Redding,CA,96001,F,$15 ,40.5787,-122.39136,0
244614,2502-11,Court St Surgery - D/S,2184 Court St,Redding,CA,96001-2530,MWF,$0 ,40.576567,-122.392902,0
245984,2502-11,Shasta Learning Center,2200 Eureka Way,Redding,CA,96001-0337,F,$14 ,40.586558,-122.403553,0
278815,2502-11,RCC - Maintenance ,3994 Golf Drive,Redding,CA,96002,R,$41 ,40.54894,-122.36517,0
300757,2502-11,SRMC - Prime EVS,1450 Liberty Street,Redding,CA,96001,MWF,$476 ,40.58547,-122.38704,0
319581,2502-11,IROC Inc - Shasta Cancer Care Alliance,310 Hartnell Avenue #B,Redding,CA,96002,M,$53 ,40.56664,-122.36939,0
321515,2502-11,Redding Rancheria Center for Advanced Care,3305 Placer Street Suite B,Redding,CA,96001,W,$29 ,40.57514,-122.41459,0
286767,2502-11,Shasta Eye Medical Group Store # 3190 D/S,3190 Churn Creek Rd,Redding,CA,96002,M,$0 ,40.56104,-122.3535,0
323543,2502-11,Prestige Urgent Care,1230 East Street Suite A,Redding,CA,96001,W,$76 ,40.587662,-122.389824,0
257330,2502-11,COR Fire Station #3 Rdg,4255 Westside Rd,Redding,CA,960013798,T,$27 ,40.553551,-122.389183,0
170808,2502-11,Redding Dermatology,2107 Airpark Dr,Redding,CA,96001-2433,T,$93 ,40.574928,-122.404846,0
244613,2502-11,Court St Surgery,2184 Court St,Redding,CA,96001-2530,MWF,$879 ,40.576567,-122.392902,285
251567,2502-11,Redding Endoscopy,2179 Court Street,Redding,CA,960012519,MWF,$589 ,40.57699,-122.39269,0
268784,2502-11,Prestige Urgent Care,3689 Eureka Way,Redding,CA,960010177,F,$59 ,40.583818,-122.426526,0
274672,2502-11,Disappearing Act,2143 Airpark Dr,Redding,CA,960012433,T,$121 ,40.57452,-122.40491,36
277399,2502-11,RCC - Facility Services ,4200 Bechelli Ln,Redding,CA,96002,R,$0 ,40.54427,-122.36244,0
308074,2502-11,Northern Valley Catholic Social Services,2400 Washington Avenue,Redding,CA,96001,R,$26 ,40.57744,-122.37231,0
317006,2502-11,Skin Solutions by Renew,1700 Market Street,Redding,CA,96001,T,$46 ,40.58211,-122.39042,0
235213,2502-11,SRMC - Prime Health Care,1450 Liberty St,Redding,CA,96001-0838,W,$335 ,40.585118,-122.386904,0
225431,2502-11,Tri Co. Bank   #111,1327 South St,Redding,CA,96001-1911,W,$27 ,40.580929,-122.388817,0
215801,2502-11,SDX Shasta Regional RMC#39855001,1100 Butte St,Redding,CA,96001-0852,W,$83 ,40.58532,-122.386879,0
267378,2502-11,Cafe Pagato,"1031 Butte St, Ste 120",Redding,CA,960010826,W,$22 ,40.585541,-122.386124,0
295355,2502-11,Cafe Pagato At Mercy,2175 Rosaline Ave.,Redding,CA,96001,M,$45 ,40.57142,-122.39588,0
324428,2502-11,Sunsational Tanning,2866 Park Marina Drive,Redding,CA,96001,R,$26 ,40.573318,-122.37458,0
207519,2502-11,Shasta High Food Court,2500 Eureka Way,Redding,CA,96001-0335,F,$100 ,40.586208,-122.407944,0
283677,2502-11,Dr. Kahn - Cardiovascular Surgical Center,2415 Sonoma St - Suite C,Redding,CA,96001,M,$0 ,40.57336,-122.40491,0
291128,2502-11,SC-Fleet Management,1654 Court Street,Redding,CA,96001,T,$38 ,40.58134,-122.395,49
296979,2502-11,Riverview Golf & Country Club - Locker Room,4200 Bechelli Lane,Redding,CA,96002,M,$62 ,40.54427,-122.36244,0
299929,2502-11,Redding Rancheria Senior Nutrition,2000 Redding Rancheria Road,Redding,CA,96001,M,$20 ,40.5082,-122.39094,0
312252,2502-11,DH Medical Foundation Redding,1755 Court Street,Redding,CA,96001,M,$51 ,40.58057,-122.39419,0
320398,2502-11,Capturing the Essence Salt Cave,1506 Market Street,Redding,CA,96001,F,$0 ,40.58351,-122.39058,0
264713,2502-11,"Cascade Paint Supply, Inc",1220 California St,Redding,CA,960010629,T,$30 ,40.587238,-122.393509,0
280564,2502-11,Wellness One Chiropractic DS,2515 Park Marina Ave Ste 101,Redding,CA,96001,R,$0 ,40.57182,-122.37705,0
290869,2502-11,Hill Country Health & Wellness Center,1401 Gold Street,Redding,CA,96001,F,$34 ,40.57962,-122.38904,0
298434,2502-11,Larkspur Optometry -DS,2620 Larkspur Ln Suite L,Redding,CA,96002,R,$0 ,40.56905,-122.35577,0
299944,2502-11,Redding Rancheria Head Start,2000 Redding Rancheria Road,Redding,CA,96001,M,$35 ,40.5082,-122.39094,0
301105,2502-11,Elliott Acupuncture,1839 Sonoma St,Redding,CA,96001,W,$89 ,40.58542,-122.39805,0
310130,2502-11,Epic Orthopaedics,2622 Edith Avenue,Redding,CA,96001,T,$34 ,40.57147,-122.39755,0
316484,2502-11,"Redding Family Medical Group, Inc.",2510 Airpark Drive Suite 201,Redding,CA,96001,T,$101 ,40.57079,-122.40177,0
318787,2502-11,Orchard Nutrition,221 Locust Street,Redding,CA,96001,R,$94 ,40.57331,-122.37456,0
321728,2502-11, DH Wound Care - Mercy Medical Center,1950 Rosaline Avenue Suite A,Redding,CA,96001,MTWRF,$739 ,40.57357,-122.39463,56
262225,2502-11,Apogee Surgery Center,1238 West St,Redding,CA,960010415,MWF,$498 ,40.585541,-122.398361,267
244655,2502-11,Mercy Surgery Center - D/S,2175 Rosaline Ave Ste A,Redding,CA,96001-2509,MWF,$0 ,40.572899,-122.395622,0
261258,2502-11,Kaleidoscope Coffee,2380 Athens Ave,Redding,CA,960012817,R,$30 ,40.57544,-122.376167,0
299924,2502-11,Redding Rancheria Dental,1441 Liberty Street,Redding,CA,96001,R,$65 ,40.58581,-122.3869,0
299928,2502-11,Redding Rancheria ,2000 Redding Rancheria Road,Redding,CA,96001,M,$130 ,40.5082,-122.39094,0
313248,2502-11,DHMF - HS - ENT - 106,2510 Airpark Drive Suite 106,Redding,CA,96001,T,$53 ,40.57079,-122.40177,0
270643,2502-12,Co Co Mongolian Grill & Sushi,2705 Churn Creek Rd,Redding,CA,960021124,T,$32 ,40.56813,-122.353088,0
285938,2502-12,Post Office Saloon D/S,1636 Market Street,Redding,CA,960011021,R,$0 ,40.583,-122.39062,0
289385,2502-12,Red Lion Hotel - Catering,1830 Hilltop Dr,Redding,CA,96002,F,$92 ,40.58087,-122.35818,0
289386,2502-12,Red Lion Hotel,1830 Hilltop Dr,Redding,CA,96002,F,$15 ,40.58087,-122.35818,0
294387,2502-12,Riddick's Sports Pub,200 Hartnell Ave,Redding,CA,96002,M,$45 ,40.56791,-122.36928,10
294689,2502-12,Cinemark Redding 14,980 Old Alturas Rd.,Redding,CA,96003,T,$20 ,40.58901,-122.34757,0
299322,2502-12,Mountain Mike's Pizza,2727 Churn Creek Road,Redding,CA,96002,T,$31 ,40.56786,-122.35276,0
255730,2502-12,Interstate Batteries,2300 Larkspur Ln,Redding,CA,960021441,W,$42 ,40.57394,-122.35594,77
300073,2502-12,JR Mexican Meat Market,2139 Hilltop Drive,Redding,CA,96002,T,$14 ,40.57666,-122.35784,0
313922,2502-12,AV - Branch House DS,844 Sundial Bridge Drive,Redding,CA,96001,T,$0 ,40.58988,-122.37762,0
325134,2502-12,Logan's Steakhouse DS,1955 Hilltop Drive,Redding,CA,96002,MWF,$0 ,40.579802,-122.35733,0
256022,2502-12,Advance Power Redding DS,843 N Market St,Redding,CA,96003-3605,R,$0 ,40.594891,-122.38871,0
255922,2502-12,Premiere - Catering,700 Auditorium Dr,Redding,CA,960010919,F,$16 ,40.588509,-122.37957,0
263775,2502-12,Market Street  - D/S,1777 Market Street,Redding,CA,96001,R,$0 ,40.58158,-122.38958,0
265609,2502-12,Einstein Bro's Bagels,"913 Dana Dr, Ste 3C",Redding,CA,960034020,W,$12 ,40.586391,-122.357132,0
266685,2502-12,Panda Express #1253 - D/S,966 Dana Dr,Redding,CA,960034079,W,$0 ,40.585781,-122.354378,0
288143,2502-12,Fratelli's Pizza,1774 California Street,Redding,CA,96001,R,$21 ,40.58125,-122.3916,0
290501,2502-12,Mosaic D/S,826 Sundial Bridge Dr.,Redding,CA,96001,TF,$0 ,40.5902,-122.37828,0
302019,2502-12,Tropics,2555 South Market Street,Redding,CA,96001,T,$13 ,40.57276,-122.38766,0
305647,2502-12,Whiskey Bar,1747 Market Street,Redding,CA,96001,R,$23 ,40.58188,-122.38971,0
313738,2502-12,AV - Branch House River Front Bistro,844 Sundial Bridge Drive,Redding,CA,96001,T,$59 ,40.58988,-122.37762,19
320172,2502-12,Body Work Innovations,847 Mistletoe Ln,Redding,CA,96003,W,$12 ,40.59372,-122.35686,0
321235,2502-12,Wing Stop,1020 East Cypress Avenue Suite A,Redding,CA,96002,F,$26 ,40.57196,-122.35254,0
325404,2502-12,GAIA,4125 Riverside Place,Anderson,CA,96007,TF,$58 ,40.469887,-122.305262,36
247032,2502-12,A Planned Affair,1270 Market St,Redding,CA,960010612,R,$0 ,40.586731,-122.391876,0
273027,2502-12,Karline's,1100 Center St,Redding,CA,960010514,TR,$209 ,40.587711,-122.395142,43
282183,2502-12,Ravizza Redding Mall LLC,1600-1636 Market Street,Redding,CA,96001,R,$21 ,40.58443,-122.39082,0
299212,2502-12,Final Draft Brewing,1600 California Street,Redding,CA,96001,R,$67 ,40.58225,-122.3917,0
300115,2502-12,Market Street,1777 Market Street,Redding,CA,96001,MR,$245 ,40.58158,-122.38958,89
303338,2502-12,Holiday Inn Banquets/Spike USA LLC,1900 Hilltop Drive,Redding,CA,96002,MF,$0 ,40.57941,-122.35851,0
309229,2502-12,Taste and See #2,930 Hilltop Drive #A,Redding,CA,96003,M,$24 ,40.59446,-122.35913,0
311386,2502-12,Quail Crest 1 @ Oakdale,101 Quartz Hill Road,Redding,CA,96003,MR,$294 ,40.59785,-122.40209,0
